date,stock_id,title,sentiment
2026-02-25,2330,3萬5到了！台積電飆2000元、指數登35192點 再創新猷 - 自由財經,0.5
2026-02-25,2330,看不到天花板！台積電飆2025元、指數登35518點 再創新猷 - 自由財經,0.0
2026-02-25,2330,"台積電登上2,000元天價！台股同步突破35,000點大關 - 聯合新聞網",1.0
2026-02-25,2330,焦點股》台積電：股價衝2000元新天價 市值近52兆元 - 自由財經,1.0
2026-02-25,2330,焦點股》台積電：股價衝2000元 市值近52兆元 - 自由財經,1.0
2026-02-25,2330,台積電股價真的上2000元、領頭台股衝破35000毫無天花板！神山股價狂飆被列注意股，過去5次時間點曝光 - 今周刊,0.5
2026-02-25,2330,台積電2000元來了！列注意股照噴 市值逼近52兆元 - Yahoo股市,0.5
2026-02-25,2330,台積電（2330）「蛋清」囉！阿格力：不要太預設立場ADR來看已到2400元 - udn 聯合新聞網,0.0
2026-02-25,2330,台積電（2330）「蛋清」囉！阿格力：不要太預設立場ADR來看已到2400元 - 聯合新聞網,0.0
2026-02-25,2330,台積電上2000！台股衝破35000 估量快要破兆元 - Yahoo新聞,0.5
2026-02-25,2330,台積電上2000！台股衝破35000 估量快要破兆元 - Yahoo新聞,0.5
2026-02-25,2330,個股：台積電(2330)股價站上2000元大關，市值躍升至51.85兆元 - 富聯網,0.5
2026-02-25,2330,飆到變注意股！台積電終於來到2000元鴻海守住240元、「「AI伺服器大廠」」狂漲近4%成吸金黑馬 - FTNN 新聞網,1.0
2026-02-25,2330,台積電(2330)股價站上2000元！連日走強被列注意股「會被關嗎」？市場反應一次看| 林家群| 全解析 - 風傳媒,1.0
2026-02-25,2330,台積電今年漲幅近3成、攻2千元大關 台股站上3萬5雙創新高 - 民報,0.5
2026-02-25,2330,台積電「站上蛋清2000元天價」　財經作家：ADR已經到2400元 - ETtoday財經雲,0.5
2026-02-25,2330,狂！台積電飆破2000元…持50張躋身億萬俱樂部 網：下周就2330了 - udn 聯合新聞網,1.0
2026-02-25,2330,狂！台積電飆破2000元…持50張躋身億萬俱樂部 網：下周就2330了 - 聯合新聞網,1.0
2026-02-25,2330,台積電無懼被列注意股　股價飆2005元新天價、市值逼近52兆元 - ETtoday財經雲,1.0
2026-02-25,2330,台股、台積電同刷新高 護國神山觸2010元刷天價 - PChome Online 新聞,0.5
2026-02-25,2330,台股、台積電同刷新高 護國神山觸2010元刷天價 - PChome Online新聞,0.5
2026-02-25,2330,台股、台積電同刷新高 護國神山觸2010元刷天價 | CTWANT - LINE TODAY,0.5
2026-02-25,2330,台股、台積電同刷新高護國神山觸2010元刷天價| CTWANT - LINE TODAY,0.5
2026-02-25,2330,台積電被列注意股恐關禁閉？一直漲到2000元！投資人笑喊「誰敢」：有種抓進去處置 - FTNN 新聞網,0.0
2026-02-25,2330,【即時新聞】台積電(2330)盤後衝2073元天價，法人看好2026營收年增3成 - CMoney投資網誌,1.0
2026-02-25,2330,台積電被列注意股恐關禁閉？一直漲到2000元！投資人笑喊「誰敢」：有種抓進去處置 - Yahoo股市,0.0
2026-02-25,2330,【即時新聞】台積電(2330)盤後衝2073元天價，法人看好2026營收年增3成 - cmoney.tw,1.0
2026-02-25,2330,快訊／輝達財報明揭曉！台積電刷2025天價　台股大漲750點創高 - ETtoday財經雲,1.0
2026-02-25,2330,台積電飆2千元大關 創造9777位億萬富翁 - Yahoo股市,0.5
2026-02-25,2330,台積電股價2025元，股海老鳥為何喊不想看到3000元？原來「天價背後」可能有這難解的危機 - 今周刊,-1.0
2026-02-25,2330,【即時新聞】台積電(2330)衝2000元天價，2026年資本支出上看560億美元 - CMoney投資網誌,0.5
2026-02-25,2330,【即時新聞】台積電盤後驚見2073元天價，這「2檔概念股」走勢兩樣情！ - CMoney投資網誌,0.5
2026-02-25,2330,【即時新聞】台積電(2330)衝2000元天價，2026年資本支出上看560億美元 - cmoney.tw,0.0
2026-02-25,2330,"買台Ｘ電系列穩贏？台積電衝上2,025元新天價 台達電、台光電再創新高 - udn 聯合新聞網",1.0
2026-02-25,2330,"買台Ｘ電系列穩贏？台積電衝上2,025元新天價 台達電、台光電再創新高 - 聯合新聞網",1.0
2026-02-25,2330,2年前才問「誰要陪我等台積電到700元？」財經作家今喊：等2330元 - ETtoday財經雲,0.0
2026-02-25,2330,台積電飆新天價！近萬人升級「億萬股東」 鄉民嗨喊：下週2330 - TVBS新聞網,0.5
2026-02-25,2330,【即時新聞】台積電受惠AMD獲Meta大單，6GW晶片協議挹注營運新動能 - CMoney投資網誌,1.0
2026-02-25,2330,【Hot台股】台積電飆2025元新天價！網嗨「相信魏哲家 明年買新家」 投顧董座看法出爐 - Yahoo股市,0.5
2026-02-25,2330,魏哲家身價1年內暴增93億！台積電飆天價 可買10戶陶朱隱園 - Yahoo股市,0.0
2026-02-25,2330,"被列注意股照樣噴！台積電刷2,025元新天價 成交額爆427億元堅守王位 - FTNN 新聞網",1.0
2026-02-25,2330,魏哲家身價1年內暴增93億！台積電飆天價 可買10戶陶朱隱園 - Yahoo股市,0.0
2026-02-25,2330,26檔注意股名單曝光！台積電罕見被盯上 網喊：有種抓去關 - TVBS新聞網,0.0
2026-02-25,2330,台積電衝到2025元了！列注意股照噴 市值破52兆元 - Yahoo股市,1.0
2026-02-25,2330,早就準備好500萬　夫妻倆「一早閉眼All in」：等不到台積電下跌 - ETtoday財經雲,-0.5
2026-02-25,2330,台積電衝2020元打破「蛋清」？ - 東森新聞,0.0
2026-02-25,2330,台積電衝上2000元「蛋清」成歷史？阿格力：別預設立場 - 東森新聞,0.5
2026-02-25,2330,"台積電衝過2,000元再創新天價 市值跨越51.9兆元 - udn 聯合新聞網",1.0
2026-02-25,2330,"台積電衝過2,000元再創新天價 市值跨越51.9兆元 - 聯合新聞網",1.0
2026-02-25,2330,台積電2025元天價！近18萬股東聽魏哲家的話 一張最高賺107萬元 - Yahoo股市,0.5
2026-02-25,2330,台積電2025元天價！近18萬股東聽魏哲家的話 一張最高賺107萬元 - Yahoo股市,0.5
2026-02-25,2330,台積電2025元還能追？專家欽點「3檔股票」快買來長抱，不怕AI泡沫…為什麼現在是最佳買進時機？ - 今周刊,1.0
2026-02-25,2330,《台北股市》台積電2025元新天價解鎖！ 37千金齊創新猷- 上市櫃 - 旺得富理財網,0.0
2026-02-25,2330,《台北股市》注意股：25日55檔 「1原因」台積電、日月光投控入列- 上市櫃 - 旺得富理財網,0.5
2026-02-25,2330,【即時新聞】最新宣布！台積電CoWoS產能大爆發，2026年底衝上14萬片！ - CMoney投資網誌,1.0
2026-02-25,2330,【即時新聞】台積電再創2025元新天價！市值衝破52兆領軍大盤站上3萬5 - CMoney投資網誌,1.0
2026-02-25,2330,快訊／台股漲712點刷史上第8大　台積電漲50元收2015 - ETtoday財經雲,0.0
2026-02-25,2330,台股創3紀錄！成交量飆9819億天量、台積電收2015元、指數登35413點 - 自由財經,0.5
2026-02-25,2330,台股漲712點 台積電收2015元新天價 - Yahoo新聞,0.0
2026-02-25,2330,早就準備好500萬 夫妻倆一早閉眼all in： 等不到台積電下跌 - MSN,-0.5
2026-02-25,2330,站穩3萬5大關！台股收盤漲712點再創新高 台積電收2015元新天價 - Yahoo新聞,0.0
2026-02-25,2330,站穩3萬5大關！台股收盤漲712點再創新高 台積電收2015元新天價 - Yahoo新聞,0.0
2026-02-25,2330,台積電股價真的上2000元、領頭台股衝破35000毫無天花板！神山股價狂飆被列注意股，過去5次時間點曝光 - 今周刊,0.5
2026-02-25,2330,台積電股價2025元，股海老鳥為何喊不想看到3000元？原來「天價背後」可能有這難解的危機 - 今周刊,-1.0
2026-02-25,2330,台股漲712點價量同創新高 台積電收2015元新天價 - Yahoo新聞,0.0
2026-02-25,2330,26檔注意股「台積電也入列」鄉民喊：有本事就關！ - 東森新聞,0.5
2026-02-25,2330,26檔注意股「台積電也入列」鄉民喊：有本事就關！ - 東森電視,0.5
2026-02-25,2330,站穩3萬5大關！台股收盤漲712點再創新高 台積電收2015元新天價 - Yahoo新聞,0.0
2026-02-25,2330,台積電2025元還能追？專家欽點「3檔股票」快買來長抱，不怕AI泡沫…為什麼現在是最佳買進時機？ - 今周刊,1.0
2026-02-25,2330,26檔注意股「台積電也入列」鄉民喊：有本事就關！ - Yahoo新聞,0.5
2026-02-25,2330,台積電2025元還能追？專家欽點「3檔股票」快買來長抱，不怕AI泡沫…為什麼現在是最佳買進時機？ - 今周刊,1.0
2026-02-25,2330,想買台積電「等不到拉回」！ 夫妻不忍了：500萬閉眼All in - Yahoo新聞,0.5
2026-02-25,2330,想買台積電「等不到拉回」！ 夫妻不忍了：500萬閉眼All in - Yahoo股市,0.5
2026-02-25,2330,1股台積電（2330）都沒有別太難過？阿格力：因為9成以上的台灣人都無 - udn 聯合新聞網,1.0
2026-02-25,2330,1股台積電（2330）都沒有別太難過？阿格力：因為9成以上的台灣人都無 - 聯合新聞網,1.0
2026-02-25,2330,魏哲家身價1年內暴增93億！台積電飆天價 可買10戶陶朱隱園 - Yahoo股市,0.0
2026-02-25,2330,【即時新聞】台積電今飆天價2025元，市值破52兆，領軍台股強漲逾800點！ - CMoney投資網誌,1.0
2026-02-25,2330,台積電站上3000元穩了？財經達人揭「30倍本益比」恐急速扭轉點名這群人別太貪心| 周育信 | 全解析 - 風傳媒,0.0
2026-02-25,2330,證交所公布26檔「注意股」名單 台積電漲勢兇猛被盯上了 | 新頭殼 - LINE TODAY,1.0
2026-02-25,2330,《證交所》今日單一證券鉅額成交股票：台達電、鴻海、台積電 - 旺得富理財網,0.5
2026-02-25,2330,《證交所》今日單一證券鉅額成交股票：台達電、鴻海、台積電 - 旺得富理財網,0.5
2026-02-25,2330,台積電衝天價難掩鋒芒！力積電量價雙榜名列前茅 外資3天回補逾12萬張 - 聯合新聞網,1.0
2026-02-25,2330,台積電衝天價難掩鋒芒！力積電量價雙榜名列前茅 外資3天回補逾12萬張 - udn 聯合新聞網,1.0
2026-02-25,2330,股民安心啦！台積電觸及價差紅線卻不會列入處置股 - 聯合新聞網,0.5
2026-02-25,2330,股民安心啦！台積電觸及價差紅線卻不會列入處置股 - udn 聯合新聞網,0.5
2026-02-25,2330,台積電2025元還能追？專家欽點「3檔股票」快買來長抱，不怕AI泡沫…為什麼現在是最佳買進時機？ - 今周刊,1.0
2026-02-25,2330,台積電「抓去關」警報解除　證交所：今日未達注意股標準 - ETtoday財經雲,-0.5
2026-02-25,2330,投資人免驚！證交所：台積電不會被「關禁閉」 - 聯合新聞網,0.0
2026-02-25,2330,投資人免驚！證交所：台積電不會被「關禁閉」 - udn 聯合新聞網,0.0
2026-02-25,2330,台積電該關就要關，證交所絕對不得徇私！ 因為關出來之後，#會更大尾 關關關關關….. - facebook.com,-0.5
2026-02-25,2330,台積電2025元還能追？專家欽點「3檔股票」快買來長抱，不怕AI泡沫…為什麼現在是最佳買進時機？ - 今周刊,1.0
2026-02-25,2330,【即時新聞】台積電ADR爆量飆4.25%！外資掃貨 - CMoney投資網誌,0.5
2026-02-25,2330,竊取2奈米核心機密！涉嫌幫台積電內鬼滅證 東京威力科創女主管遭求刑1年 - FTNN 新聞網,-0.5
2026-02-25,2330,竊取2奈米核心機密！涉嫌幫台積電內鬼滅證 東京威力科創女主管遭求刑1年 - Yahoo新聞,-0.5
2026-02-25,2330,股市大咖認錯回補？台積電盤後鉅額交易 驚現兩筆千張大單 - udn 聯合新聞網,1.0
2026-02-25,2330,股市大咖認錯回補？台積電盤後鉅額交易 驚現兩筆千張大單 - 聯合新聞網,1.0
2026-02-25,2330,台積電衝破2千點！夫妻倆早備好500萬「閉眼All in」：等不了拉回 - Yahoo股市,0.0
2026-02-25,2330,台積電2025元還能追？專家欽點「3檔股票」快買來長抱，不怕AI泡沫…為什麼現在是最佳買進時機？ - 今周刊,1.0
2026-02-25,2330,台積電創高！45檔台股ETF沾光　627萬受益人同歡 - ETtoday財經雲,0.5
2026-02-25,2330,"台積電股價飛越2,000大關 價格翻倍只花了19個月 - 聯合新聞網",0.5
2026-02-25,2330,"台積電股價飛越2,000大關 價格翻倍只花了19個月 - udn 聯合新聞網",0.5
2026-02-25,2330,台積電該關就要關，證交所絕對不得徇私！ 因為關出來之後，#會更大尾 關關關關關….. - facebook.com,-0.5
2026-02-25,2330,台積電2025元還能追？專家欽點「3檔股票」快買來長抱，不怕AI泡沫…為什麼現在是最佳買進時機？ - 今周刊,1.0
2026-02-25,2330,資金挹注+技術輔導 台積電強化零配件在地化有一套 - stock.ltn.com.tw,1.0
2026-02-25,2330,早就準備好500萬 夫妻倆一早閉眼all in： 等不到台積電下跌 - MSN,-0.5
2026-02-25,2330,台積電2025元還能追？專家欽點「3檔股票」快買來長抱，不怕AI泡沫…為什麼現在是最佳買進時機？ - 今周刊,1.0
2026-02-25,2330,專家曝「台積電衝3000」最大危機：我會站在賣方 - ETtoday財經雲,0.0
